,year,title,authors,abstract,journal_title
536,2023,Цепочечный реципрок в русском жестовом языке,Филимонова Елизавета Владимировна,"Статья посвящена исследованию средств выражения цепочечного реципрока в русском жестовом языке. Типологические исследования реципрока показывают, что цепочечное значение может выражаться тем же показателем, что и прототипическое значение реципрока, а может передаваться специальным показателем. Русский жестовый язык, будучи языком, использующим визуальную модальность, может иметь специфические средства выражения данного значения, отличающиеся от способов выражения прототипического реципрока. Существующие исследования цепочечного реципрока в жестовых языках показывают, что для изображения цепочечных ситуаций активно используются классификаторные конструкции – морфологически сложные жесты, которые, по мнению некоторых исследователей, совмещают в себе лингвистический элемент и элементы жестикуляции. Следовательно, можно предположить, что семантика цепочечного реципрока будет выражаться в жестовых языках гораздо более подробно и иконично, чем в звуковых. Исследование проводилось с помощью корпусного метода и метода элицитации. Результаты исследования показали, что для обозначения пространственных цепочечных ситуаций в русском жестовом языке используется три типа классификаторных конструкций, которые применимы к более чем 15 классификаторным жестам, а также сочетания классификаторных конструкций, расположенные в строгом порядке. Рассматриваемые конструкции изображают процесс появления цепочки, факт ее существования в готовом виде и движение цепочки. При этом не все компоненты полученных классификаторных конструкций имеют свойство обязательности и системности, что ставит под сомнение их лингвистический статус. Обязательным для цепочечных конструкций является взаиморасположение ведущей и вспомогательной руки, а также траекторное движение, осуществляемое от начала к концу цепочки. Дополнительно, с помощью наличия/отсутствия редупликации, может передавать целостность/дискретность цепочки объектов. Вторичное движение и ориентация, передающие особенности, характер движения или конкретных объектов, обнаруживают значительную вариативность и высокую иконичность у разных информантов, а также необязательность. Это позволяет предположить, что данные характеристики могут относиться к изобразительному, жестикуляционному элементу классификаторных конструкций.",Томский журнал лингвистических и антропологических исследований
537,2023,Утка в мифологических воззрениях бурят,Бадмаев Андрей Андреевич,"Изучение представленческого комплекса о дикой фауне как части общей картины мира у народов России является одной из важных задач отечественной этнографии. В рамках решения этой задачи были проведены фундаментальные изыскания на материалах отдельных этнических групп (русских, вепсов и др.). В связи с этим остается актуальным осуществление дальнейших исследований по данной тематике с охватом культуры других народов. Одним из центральных орнитоморфных образов в традиционном мировоззрении многих народов Евразии является образ утки, что обусловлено обширным ареалом ее обитания и тем утилитарным значением, которое она имеет как объект мясной охоты. Данный образ многозначен и характеризуется амбивалентностью коннотации. В бурятской этнографии эта тема еще не была предметом исследования. Настоящая статья посвящается выделению образа утки в мифологических воззрениях бурят. Работа базируется на фольклорных, лингвистических и этнографических источниках. Основным методом, примененным в работе, является структурно-семиотический метод, позволяющий определить символику, которая отражает идеи об утке. Данная водоплавающая птица не относилась к категории сакральных, тотемных животных, и у бурят не было пищевого избегания ее мяса. Определено, что из двух бурятских названий утки – hоно и нугаhан – последнее представляет родовое обозначение птицы и имеет общемонгольское происхождение. Выделено, что в мифологических воззрениях бурят образ утки полисемантичен и имеет неоднозначную характеристику. Выяснено, что, по традиционным представлениям бурят, утка символизирует женское начало. Данная водоплавающая птица связывалась с двумя сферами обитания – небом и водой – и выполняла функцию посредника между ними. Ее образ был вписан в космогонические представления бурят о сотворении мира. В мифологии и фольклоре ей предписывали лечебную функцию. С уткой (турпаном) ассоциируется идея оборотничества человека в утку. Кроме того, прослеживается мотив обращения души покойника в нее. В народных приметах бурят отмечается негативная коннотация утки.",Томский журнал лингвистических и антропологических исследований
538,2023,Перспективы археологических исследований правобережных притоков реки Кети (на примере реки Орловки),"Барсуков Евгений Владимирович, Идимешев Асап Алексеевич","Археологические работы А. П. Дульзона в бассейне р. Кети в 1952 г. не утратили своей научной актуальности до настоящего времени. Он наметил вектор историко-культурных исследований Прикетья на многие десятилетия вперед. На сегодняшний день р. Кеть в археологическом отношении изучена неравномерно. Ее правобережные притоки, характеризующиеся значительной протяженностью, по причине труднодоступности остаются белым пятном на археологической карте Томской области. В 2020 г. археологами была организована разведочная экспедиция на р. Орловку, являющуюся одним из крупнейших правых притоков р. Кети. Этот водоток хорошо известен русским с XVII в., упоминается путешественниками и исследователями, фиксируется на ранних картографических материалах. В 1930-х гг. в ее бассейне был организован кочевой сельский совет эвенков, продолжавших вести кочевое хозяйство до 1980-х гг. Основной задачей разведки 2020 г. являлась проверка сведений местного населения о наличии в среднем и верхнем течении р. Орловки археологических памятников. По результатам работ было выявлено два крупных поселенческих комплекса. Один располагался на берегах р. Туры, другой – на приустьевом участке р. Вторая Речка. В состав последнего комплекса входит городище с круговой системой обороны. Вопрос датировки этих памятников окончательно не решен. Случайные находки с поселения на р. Вторая Речка указывают на то, что одним из периодов его функционирования явилось позднее Средневековье, а возможно, и Новое время. По сведениям письменных источников, этот фрагмент Прикетья в XVII–XIX вв. был освоен населением остяцкой Питкиной волости. Вероятнее всего, с этой группой населения связано функционирование поселенческого комплекса в данный период. Результаты разведки 2020 г. указывают на археологическую перспективность правобережья р. Кети и необходимость организации здесь целенаправленных натурных исследований.",Томский журнал лингвистических и антропологических исследований
539,2023,Трансформация фольклорных сюжетов и обрядовых традиций ненцев и хантов озера Нумто в первой четверти XXI в.,Волдина Татьяна Владимировна,"В Ханты-Мансийском автономном округе – Югре (ХМАО – Югре) проживает около 1,5 тыс. лесных ненцев. Эта этническая группа включает в себя более мелкие локальные образования со своим отдельным говором и традициями. Смешавшись с соседними численно превосходящими их группами хантов, с которыми у них в настоящее время много общих черт в культуре, они сохранили свое этническое самосознание, особенности мировосприятия. В марте 2023 г. состоялась поездка автора в деревню Нумто, расположенную на берегу одноименного озера – одного из самых почитаемых священных мест коренных народов Югры и Ямала, а также территорией тесного межэтнического взаимодействия лесных ненцев и казымских хантов. Собранные данные свидетельствуют не только об активном бытовании здесь народных традиций, но и дают возможность увидеть происходящие в них изменения, прежде всего в сакральной сфере, имеющей достаточно консервативный характер. Основу фольклорных материалов составили разнообразные легенды о происхождении этого «небесного, божественного» озера и его священного острова. Подвижность фольклорных сюжетов обусловлена вариативной природой народного творчества, для их изучения использованы как полевые записи автора, так и данные, зафиксированные ранее другими исследователями, что позволяет проследить вариативность легенд о Нумто. Интерес представляет последовательность трансформаций фольклорного сюжета о жертвоприношении юноши на святом острове со второй половины XX в. и до сегодняшнего дня, которые свидетельствуют о сглаживании межэтнических противоречий между породнившимися группами: нумтовскими ненцами и казымскими хантами. Их культурному сближению способствовал также культ Казымской богини, одинаково почитаемой ими. В окрестностях Нумто в обрядовой сфере значительную роль играет ритуал жертвоприношения, который совершается не только местными жителями, но и представителями других этнических групп ненцев и хантов, приезжающих для поклонения местным святыням. В настоящее время наблюдаются послабления, вплоть до снятия запрета на посещение святого острова для женщин-ненок и хантыек, состоящих в родственных связях с ненцами. Причина – передача им одной из функций при разделке жертвенного оленя. В среде казымских хантов табу на посещение святого острова, существовавшее в прошлом для всех независимо от пола, также частично утрачивает свою силу. В рассматриваемом хантыйско-ненецком культурном симбиозе наиболее заметны изменения в традициях ненцев, в то время как в культуре казымских хантов они носят более скрытый характер.",Томский журнал лингвистических и антропологических исследований
540,2023,Документальная реконструкция родословной Кызласовых,Нилогов Алексей Сергеевич,"В статье рассматривается вопрос документальной реконструкции родословной известного хакасского археолога и историка Леонида Романовича Кызласова (1924–2007), столетний юбилей которого будет отмечаться в Республике Хакасии в 2024 г. Сеок (этнород) Кызласовых называется «тағ-харға», и в XIX в. он входил в Дальнекаргинский улус Степной думы соединенных разнородных племен. Несмотря на наличие устных преданий о происхождении рода Кызласовых, до сих пор отсутствовала научная верификация генеалогической информации на основе таких исторических источников, как церковные метрические книги, ревизские сказки (переписи населения), именные списки. Объектом исследования является биологическая родословная Л. Р. Кызласова, а предметом – архивно-документальная реконструкция ее патрилинейной части. Источниковую базу исследования составили фонды таких архивов, как Государственный архив Красноярского края, Национальный архив Республики Хакасия, Архив города Минусинска, рукописный фонд ХакНИИЯЛИ, Центральный архив Министерства обороны Российской Федерации. Впервые в научный оборот вводятся уникальные архивные документы по генеалогии Кызласовых: по УстьЕсинской Евдокимовской церкви – метрическая запись о рождении/крещении Р. А. Кызласова за 1897 г., сведения из трех последних ревизий Дальнекаргинского рода Сагайской степной думы за 1832, 1850 и 1858 гг., а также факты крещений представителей рода в 1854 г. В ходе генеалогических изысканий проведена экспертиза родословных схем Кызласовых, составленных несколькими информантами на основе устных преданий и письменных документов. Критический анализ этих генеалогических материалов показывает, что их информационный потенциал нуждается в тщательной научной проверке с привлечением архивных первоисточников. Дальнейшее изучение родословия Кызласовых будет посвящено комплексной генетико-генеалогической верификации данных посредством тестирования современных мужских представителей рода по ДНК Y-хромосомы. Это позволит определить гаплогруппу (генетический род) Кызласовых и, следовательно, углубить филогенетическую линию сеока тағ-харға на тысячи лет с выделением семейной ветви на общечеловеческом родословном древе.",Томский журнал лингвистических и антропологических исследований
541,2023,Редкий кадр (кетская фото- и кинолетопись),Сагалаев Константин Андреевич,"Статья посвящена визуальной фиксации традиционной культуры кетов – одного из малочисленных народов Красноярского края. Рассматривается история рисунков (на примере иллюстрации из книги И. Г. Георги) и фотосъемок кетов, начиная с экспедиций В. И. Анучина (1905–1909) и Ф. Нансена (1913) и вплоть до экспедиций А. П. Дульзона (1950–60-е гг.), даются ссылки на фонды в архивах и онлайн-коллекции музеев, где хранятся фотоколлекции. Описываются пятнадцать обнаруженных в открытых источниках и архивах кино- и видеофильмов о кетах, снятых в 1978–2021 гг., производится их анализ с позиций визуальной антропологии. Показаны места съемок, имена и фамилии носителей кетского языка, появляющихся на экране, проанализирован видео- и звукоряд фильмов, особенности режиссуры и авторской позиции по отношению к перспективам развития (или угасания) кетского языка и кетской традиционной культуры в целом. Рассматриваются также собственные полевые видеоматериалы автора, полученные в ходе экспедиций к кетам в 2004–2005 гг. Все рассмотренные фильмы представлены в таблице, содержащей год выпуска, хронометраж, имя режиссера и название студии, изготовившей фильм, язык (русский, кетский и т. д.), ссылку на фильм либо на его трейлер или аннотацию в открытых источниках в сети Интернет. Автор приходит к заключению, что, несмотря на относительную обделенность вниманием со стороны кинематографистов по сравнению с соседними народами (ненцами, эвенками и селькупами), кетская культура все же получила свою репрезентацию на экране. Делается вывод о необходимости дальнейшего исследования фото- и видеофонда, посвященного кетскому языку и культуре с позиций визуальной антропологии с привлечением данных домашних фото- и видеоархивов информантов. Статья может быть интересна для этнологов, фольклористов и специалистов по визуальной антропологии.",Томский журнал лингвистических и антропологических исследований
542,2023,Квэльджут (Küeldshut) – богатырские сказания селькупов: особенности повествования и ключевые моменты сюжета,Тучкова Наталья Анатольевна,"Статья посвящена анализу сюжетов 11 фольклорных текстов селькупов, четыре из которых с полным правом можно обозначить как героические сказания, записанные на Средней Оби в середине XIX в. (в 1845 г.) лингвистом М. А. Кастреном; еще один текст XIX в. записан в 1870-х гг. Н. П. Григоровским. В ходе проведенного исследования была выявлена основная сюжетная схема, в которой как базовые мотивы присутствуют сватовство или умыкание богатырем невесты, погоня ее братьев и предыдущих женихов за героем, а также битвы богатырей между собой. Остальные шесть анализируемых текстов были зафиксированы в ХХ в., они также имеют похожее развитие сюжетного действия; но их запись лаконична, сюжет оформлен как краткий пересказ. В ходе исследования была установлена разница в мотивах между текстами и выявлено несколько сюжетных вариантов, в форме которых существует данный сюжет, – «мужской» вариант, где главным героем является мужчина-богатырь, и «женский» вариант, когда сюжет строится вокруг невесты, которую сватает или умыкает богатырь (но тогда именно женщина является главной героиней, так как повествование концентрируется вокруг нее, и оно исходит от ее лица). Также выявлена существенная внутритекстовая разница в использовании режимов повествования.",Томский журнал лингвистических и антропологических исследований
543,2023,Современные научные исследования томской лингвистической школы А. П. Дульзона: результаты и перспективы,Полякова Наталья Владимировна,"В статье рассматриваются направления научных исследований томской лингвистической школы А. П. Дульзона за период с 2017 по 2023 г., описываются результаты научной, наставнической и просветительской деятельности, направленной на исследование языков миноритарных автохтонных этносов Сибири, очерчиваются перспективы дальнейших научных изысканий. За данный период было подготовлено и защищено три диссертации на соискание ученой степени кандидата филологических наук, опубликовано три сборника аннотированных фольклорных и бытовых текстов обско-енисейского языкового ареала, включающих материал по селькупскому, кетскому, чулымско-тюркскому, телеутскому, хантыйскому и чулымско-тюркскому языкам, четыре монографии по селькупскому и чулымско-тюркскому языкам, реализовано четыре исследовательских проекта. В настоящее время продолжаются исследования по хантыйскому, селькупскому, чулымско-тюркскому, кетскому и телеутскому языкам с применением современных достижений лингвистики, фольклористики и других смежных наук.",Томский журнал лингвистических и антропологических исследований
544,2023,Конференция «Дульзоновские чтения»: история и современность,"Ким-Малони Александра Аркадьевна, Крюкова Елена Александровна",.,Томский журнал лингвистических и антропологических исследований
545,2024,Каузативные суффиксы в татышлинском удмуртском: как сосуществуют исконные и заимствованные морфемы,Белова Дарья Дмитриевна,"Статья посвящена морфологическим каузативам в татышлинском говоре удмуртского языка (Республика Башкортостан). В результате долгого интенсивного контакта с окружающими тюркскими языками – татарским и башкирским – татышлинский удмуртский выработал более сложную систему каузативных показателей, чем литературный. Она включает два суффикса: общеудмуртский -t, а также -ttə̑r, который является тюркским заимствованием и отсутствует в литературном удмуртском. В статье рассматриваются семантические и морфосинтаксические свойства суффиксов. Показано, что два суффикса накладывают разные ограничения на производящие основы, главное из которых заключается в том, что -t в отличие от -ttə̑r может служить вербализатором и присоединяться к именным основам. Еще одно важное различие состоит в том, что -ttə̑r может обозначать как одинарную, так и двойную каузацию. Между тем принципы маркирования каузируемого одинаковы для дериватов с обоими суффиксами и совпадают с литературным удмуртским: каузируемый маркируется аккузативом вне зависимости от аргументной структуры производящего глагола, что противоречит иерархии Комри. Суффиксы могут выражать весь спектр типологически засвидетельствованных частных каузативных значений (фактивное, опосредованное, рогативное), за исключением пермиссивного. Кроме того, в некоторых идиолектах -ttə̑r вводит дополнительную семантику интенсификации или намеренности, что характерно для двойных каузативов. Учитывая его морфосинтаксические свойства и данные других языков, мы предполагаем, что на этапе заимствования этот формант представлял собой две каузативные морфемы, но на синхронном уровне он функционирует как единый суффикс. Таким образом, суффиксы -t и -ttə̑r демонстрируют отличия не только друг от друга, но и от соответствующих суффиксов литературного удмуртского и тюркских языков.",Томский журнал лингвистических и антропологических исследований
546,2024,Социокультурный аспект гендерной маркированности якутских фразеологизмов,"Николаева Татьяна Николаевна, Готовцева Лина Митрофановна","В рамках антропоцентрической парадигмы в центр современного языкознания ставится человек как носитель языка, как представитель определенной культуры. Такая постановка объекта исследования требует нового подхода, иных методов его познания, учитывающих роль человеческого фактора в языке, обусловливающего формирование внутреннего содержания языковых единиц, а также его дешифровку. В данной работе антропоцентрический подход подразумевает принцип изучения человека в языке, а именно человека во фразеологических единицах (ФЕ) якутского языка. Актуальным с точки зрения изучения человека представлен гендерный аспект, предполагающий рассмотрение семантических особенностей номинации мужчины и женщины как гендерных компонентов данных единиц. В исследовании впервые предпринимается попытка выявления среди массива ФЕ тех выражений, которые относятся к гендерной референции, извлеченных из фразеографических и лексикографических словарей якутского языка. Выявлено, что подавляющее большинство ФЕ содержит в качестве компонента номинацию человека – киһи, гендерная идентификация которого поддается только благодаря широкому контексту, поэтому в данной работе интерпретация значений большинства единиц подкрепляется примерами из художественных произведений или из периодических изданий. Сложность прочтения единиц с гендерной семантикой также обусловлена отсутствием грамматической категории рода имен существительных в якутском языке, номинирующих человека. В ходе исследования произведена систематизация гендерно маркированных единиц, выделение компонента, номинирующего лицо мужского и/или женского рода или означающего сферу их занятий, социально-статусного положения, а также определение качественной характеристики, заложенной в образных основаниях данных единиц как знаков, содержащих культурно значимую информацию. Единицы с номинацией дьахтар (женщина и сферы ее деятельности), несмотря на их немногочисленность, раскрывают тему нравственности, в основном как нарушение нормы поведения женщины в данном социуме. Во фразеологических единицах с наименованием эр киһи (мужчина и сферы его деятельности) отражены в основном описание его внешней характеристики, а также осуждение проявлений его поведения в социуме.",Томский журнал лингвистических и антропологических исследований
547,2024,Отрицательные местоимения в прибалтийско-финских языках (по данным переводов Евангелий),Орлов Владислав Андреевич,"В работе на материале шести прибалтийско-финских идиомов (вепсского, северного и ливвиковского вариантов карельского языка, сето, финского и эстонского) рассматривается подкласс неопределенных местоимений, который в литературе часто именуется отрицательными местоимениями. Материалом исследования послужили переводы текстов Евангелий на эти языки. Под отрицательными местоимениями подразумеваются такие неопределенные местоимения, которые в основном используются в сфере действия сентенциального отрицания, а также, возможно, в некоторых близких контекстах (контекстах с нисходящей монотонностью или контекстах со снятой утвердительностью). В статье описывается дистрибуция отрицательных местоимений в прибалтийско-финских языках и показывается, что эти единицы распадаются на две группы. В финском и северном карельском языках отрицательные местоимения образуются на основе аддитивного показателя -kaan/-kana соответственно, чья дистрибуция ограничена отрицательными контекстами. Дистрибуция этих местоимений соответствует сильным единицам отрицательной полярности (strong Negative Polarity Item (NPI)), поскольку, помимо собственно отрицательных контекстов, они могут употребляться при предикатах с импликацией отрицания, во вложенной клаузе при отрицании матричного предиката, а также в общих вопросах, однако они исключаются из иных контекстов, типичных для NPI, например, не употребляются в протазисе условной конструкции. Для ливвиковского карельского и вепсского языков характерны местоимения с префиксом ni-, который был заимствован из русского. Эти единицы ведут себя как единицы отрицательного согласования (Negative Concord Item (NCI)): они могут использоваться только в присутствии в одной локальной области с ними показателя отрицания. Отмечается, что вепсские и ливвиковские местоимениями на ni- отличаются в дистрибуции. Наконец, для эстонского и сето не характерны специальные отрицательные местоимения. Вместо этого используются местоимения на -gi, имеющие крайне широкую дистрибуцию. В эстонском эти местоимения могут в отрицательных контекстах дополнительно модифицироваться показателем присловного отрицания mitte.",Томский журнал лингвистических и антропологических исследований
548,2024,Антропоцентрическая направленность семантического переноса у колоративов якутского и алтайского языков,"Прокопьева Алена Кирилловна, Прокопьева Светлана Митрофановна","Актуальность исследования обусловлена тем, что семантика цветообозначений якутского языка до настоящего времени не рассматривалась в ракурсе антропоцентрической направленности семантического переноса с колоративами алтайского языка. Цель работы заключается в выявлении универсального и идиоэтнического в дивергентном и конвергентном направлениях переноса у колоративов якутского и алтайского языков. Анализ семантических структур базовых колоративов в якутском и алтайском языках выявил как общие, так и национально-специфические черты. В якутском и алтайском языках у колоративов в результате дивергентного и конвергентного развития и расширения семантики возникают производно-номинативные, переносные, фразеологические значения. Новизна работы состоит в исследовании дивергентного и конвергентного направлений семантического переноса у колоративов якутского и алтайского языков. При анализе многозначности на лексическом и фразеологическом уровнях выделяются дивергентное и конвергентное направления семантического переноса у языковых единиц. Антропоцентрическая направленность семантического переноса у колоративов якутского и алтайского языков достигает своего апогея при наличии образности у фразеологических единиц (ФЕ) по сравнению с лексическими единицами в силу раздельнооформленности структурного состава и полного или частичного переосмысления компонентного состава ФЕ. Общим методом исследования является индуктивно-дедуктивный, к частным относятся метод компонентного анализа, метод фразеологической идентификации и сравнительный анализ колоративов якутского и алтайского языков. Для установления семантической структуры лексических и фразеологических единиц был использован метод анализа словарных дефиниций, приведенный в лексикографических и фразеографических источниках. Авторы приходят к выводу, что в родственных якутском и алтайском языках универсальных цветообозначений больше, чем идиоэтнических, ввиду того что оба языка входят в восточно-хуннскую ветвь тюркских языков. Дальнейшая разработка данной проблемы представляет интерес в связи с постепенным накоплением научных материалов родственных и неродственных языков. Материалы исследования могут быть использованы в теоретических курсах лекций и на практических занятиях по сравнительно-сопоставительному языкознанию.",Томский журнал лингвистических и антропологических исследований
